,Track_ID,alpha,D_fit,kurtosis,asymmetry1,asymmetry2,asymmetry3,AR,elongation,boundedness,fractal_dim,trappedness,efficiency,straightness,MSD_ratio,frames,X,Y,Quality,Mean_Intensity,SN_Ratio,Deff1,Deff2
31,32.0,1.2197078811868118,2.228593313424137,2.8799214179872124,0.9648961542947985,0.09451698910452673,0.41886105030072407,3.249969746819285,0.6923048280745718,0.06863271659870814,1.4050145661749298,-0.20630445967847644,0.5963681940954295,0.26644485132716966,-0.019251350476891804,12.0,961.7302101705736,195.9977605912354,,,,5.0647587374999725,
32,33.0,0.8797221139050924,4.304045749568459,2.805006540956041,0.944591093721048,0.1193726221496739,0.3702818824569447,2.0759304491156843,0.5182882931237002,0.07186247506093113,1.5683671118024798,-0.20532628007733233,0.95868569919486,0.27400421324978297,-0.04885703680183867,18.0,534.4880236126077,115.0454142753084,,,,4.534651703125002,
33,34.0,0.8438060861502601,1.1204090184158304,4.150128503814745,0.9473880193542954,0.1162360159761275,0.3760365567670518,2.80053015254999,0.642924751554822,0.1335561008073455,1.7204302488853658,-0.18679300350907124,0.6014941927902812,0.23976394434670617,0.040502414262342995,15.0,124.57500000000012,787.387,,,,0.5761534312499915,
34,35.0,1.0031766638961341,1.4861073888606604,2.309351458335965,0.6326788535003747,0.3375662773185612,0.13083534010469514,1.2282363039909254,0.1858244242165079,0.045014832778372676,1.7391480337808278,-0.2134816499151857,0.44588059652572365,0.1304546824801641,0.04309895031027622,35.0,134.75268155022982,137.46071657390362,,,,1.7332726099999989,
35,36.0,2.0618032299031714,1.1591166362520173,1.6962273133178143,0.9931394433817327,0.04148551443729904,0.5507925967704799,4.142340325770136,0.7585905740822776,0.02799044059608076,1.175823647144446,-0.21868162724660656,5.9990969664449585,0.6546483964796447,-0.14848014763921336,17.0,394.62979549662623,936.0344069677958,,,,16.610900742857144,
36,37.0,0.21235062856976727,26.179904399218156,2.4120711670066513,0.5076016635483791,0.40976741807395056,0.09172484504328575,1.3173122190300515,0.24087852101128404,0.016190121435730412,1.7368175277090838,-0.22229901897985616,0.4146802505183956,0.07775968921703554,0.025686460337406458,89.0,266.12195878407624,863.5298774654362,,,,3.185400925712025,
37,38.0,1.8004982023014617,0.09744512157616686,2.6767705803234154,0.9194953846246922,0.14484296608021893,0.3270855862700028,2.067311679591287,0.5162800027339358,0.056820150558696506,1.6145193381475915,-0.2098888341492431,0.8747543762182655,0.23261169038284557,-0.03651737183962034,22.0,137.09666453899905,140.85070521036158,,,,0.6266992583333344,
38,39.0,0.848893329046107,9.890647952751246,3.915684025009071,0.7162594884763449,0.2885050563903693,0.16541122523621263,1.208292452933351,0.17238579321395486,0.017139530440960875,1.491294508100536,-0.2220075805657753,0.742683971478513,0.1596362226198439,-0.01124487067430506,46.0,317.20814252494205,1004.9224387996409,,,,5.679801427430553,
39,40.0,0.33636264043974434,9.212650344153028,2.9452885519007994,0.9019377115305437,0.16061360372290262,0.3031723788215191,2.8013930062445866,0.6430347338731484,0.051145322565328846,1.7585806630095597,-0.21161457461830513,0.31747558967522654,0.11374468106793764,0.10754884579777979,31.0,393.51143565389185,174.63169627886793,,,,2.641990559523806,
40,41.0,1.2273801477888566,3.6826246159513616,2.349655481143213,0.8548418629606769,0.19796366932423046,0.25375087758763026,1.2001680560674048,0.1667833559270826,0.020205329128033956,1.3587917696310936,-0.2210669521402091,3.0643857277236117,0.36287714353365735,-0.07175044096086569,31.0,972.6418400272493,910.9144247612693,,,,6.093657808333338,
41,42.0,2.0400657071028236,0.09994631694876899,1.787429955126152,0.9540203912794925,0.10847587368347494,0.39072312151729377,3.2829290571398975,0.6953939659996173,0.08925483211088116,1.6154302541520549,-0.20007237061191274,1.2582003565492326,0.30637295782770657,-0.061545814695940504,18.0,943.3577413700832,242.90331910623496,,,,1.258170982031245,
42,43.0,1.9471923691920778,0.20412039578765007,2.052596300628247,0.9448256913058966,0.11911235645218886,0.37075551873513396,2.6803791271529884,0.6269184497559614,0.04757555793789126,1.525815668345553,-0.2127014169584729,1.6247887771941931,0.3269308532045748,-0.08348991309860997,22.0,132.3386592421174,134.35324341914952,,,,1.8250765333333352,
43,44.0,1.900323508332202,0.02585993314706895,3.050682737676903,0.8988957508174795,0.16321993709931695,0.29940818176235307,2.4450684173060195,0.5910134894704494,0.014814162686439902,1.7644145456833589,-0.22272151798538387,0.8662258963739587,0.10795039811769862,-0.006120807681448029,104.0,887.5435,6.321500000000109,,,,0.8553966648936152,1.535625
44,45.0,1.6347664675151663,0.09375286085346189,4.781930058724046,0.39009735311916155,0.48071731010336993,0.06346612717643021,1.7450395461054236,0.4269470842470027,0.014476966279822326,1.7751533001364919,-0.22282507908418747,0.7747957969350127,0.10261908072702347,-0.005815579638451078,95.0,979.2396613066587,922.9678613751558,,,,2.031393921323533,
45,46.0,1.0488788540322325,4.871001836947393,2.9871876125868706,0.7108929551305357,0.2917224885667941,0.1629043115034831,1.749564364126944,0.42842914470367977,0.07606508050419805,1.407075197762863,-0.20405464699924813,1.2507530456042668,0.3558766118211862,-0.07466104037222332,15.0,918.9104621257402,515.965627953011,,,,6.716640735000024,
46,47.0,0.4819297858697215,7.069729113702,2.5680250234541373,0.9401447774816375,0.12421402790558068,0.36159647323743394,2.492583151354421,0.5988097731236691,0.10709107251330224,1.549542070214923,-0.19470815681317477,0.21463470849803876,0.13697095279130625,0.6361792308752408,15.0,928.939145204895,914.5217763107137,,,,2.9852451099999984,
47,48.0,1.5502369289344533,0.24324730150553478,3.001266550452308,0.8016034746452116,0.23500860925286166,0.21299738674331983,2.447420938255322,0.5914066173214716,0.03759059121337008,1.565888159403829,-0.2157465970028034,0.9211628885997024,0.2138107397699852,-0.02658492339508449,32.0,328.10799234662613,1002.1123271972049,,,,1.5765724954545397,
48,49.0,1.8422945251738527,0.7958099021484399,2.048146547516703,0.9278611201098488,0.13680686122297497,0.3400689107587811,2.3236686577505874,0.5696460436971063,0.09462762603259402,1.3164977339624373,-0.19845398360951605,2.0910306228952735,0.5133505543815424,-0.14128226793424173,12.0,920.8868761862917,274.9759555336732,,,,7.72872793749999,
