,AR,D_fit,Deff1,Deff2,MSD_ratio,Mean_Intensity,Quality,SN_Ratio,Track_ID,X,Y,alpha,asymmetry1,asymmetry2,asymmetry3,boundedness,efficiency,elongation,fractal_dim,frames,kurtosis,straightness,trappedness
0,3.3170545215428042,1.5587481762203501,0.1970326370006849,,9.048637642255668,325.41240310087505,11.05239868164,1.1666081585705002,0.0,77.33798331467568,1548.7375281735012,5.47617302879435e-09,0.9463605763159542,0.11739690459210023,0.3738947912657705,0.11041665619395506,0.010817034422144808,0.6985277168326773,1.4458541648258094,20.0,7.018985542886526,0.043436201000460264,-0.19371064945692118
1,1.2850361982822207,0.00037572193236906046,0.26054152953292303,,-0.016297220862110835,301.6954595791429,12.117408752453573,1.275891305174286,1.0,82.89943425428197,1538.7008453019778,3.2499154722686274,0.815132860810024,0.22595708883146823,0.22229314583653462,0.05469511320472937,0.5390596364595637,0.22181180472833717,1.6170252970650205,28.0,7.757116493299079,0.24666706275208128,-0.21053477939980603
2,1.0254832878814053,6.319530884732546,3.8368102713078427,,0.1484457095539388,374.79525763785296,14.323437859029413,1.3211456890991176,2.0,607.6676795458405,1875.0152216693243,0.6911967888072361,0.6699776801005134,0.3159025868664418,0.1451784621291059,0.07283576750407368,0.5964117823342572,0.024850027477339443,1.8200848150262778,34.0,7.743355907906199,0.16440777154534889,-0.20503165978262938
3,3.2813016019297874,8.603155103777059,1.5056308637900062,,0.3258454803253824,357.6592248062001,13.079844970700002,1.1439890608254,3.0,1121.3566359066203,1944.6880127111538,0.039245577352385694,0.8424120006626564,0.20699099480888689,0.2431334836600654,0.05116187264173154,0.013013074702514527,0.6952428879406015,1.6521676731855202,25.0,3.5796462384583414,0.029240004549683205,-0.21160953808912097
4,1.5608152686616332,6.382431402390797,3.8309969239305715,,0.005851131879278715,362.0050685747116,12.8346510667,1.2780288702998077,4.0,1115.632483520771,1933.7493973030305,0.7780330908746892,0.8860404569905874,0.1738934872205899,0.2845129987390324,0.04820462508674199,1.199356738923673,0.3593091891922102,1.5057570736148163,26.0,2.334849530065468,0.27052055619547627,-0.21250982188082834
5,inf,0.03868812282447964,0.09914965986394744,,0.035186488388459586,311.7596899225454,12.050277709963638,1.2306022972381818,5.0,1024.0,1903.0,1.393783396274309,1.0,0.0,0.6931471805599453,0.05445011337868512,0.22909090909090915,1.0,1.430540870787615,22.0,10.973804215076504,0.2,-0.2106092738939931
6,4.701107645040149,1.5960654055249932,0.3149392785389512,,4.766815342709933,333.93701550387505,10.599545288075001,1.11076106692335,6.0,1059.5660010143529,1888.531312314094,0.11710947152433863,0.9991106561646048,0.014914250916296015,0.6368457189678292,0.1412426878929988,0.005750090253210825,0.7872841731128963,1.7276598188564385,20.0,2.655873500925854,0.024062477636855362,-0.1845039437581093
7,1.848770485093737,1.6080902936709862,3.7968117889812474,,-0.0402719681164707,321.93041712826187,11.467555454796669,1.366558502507857,7.0,1710.8220097033864,1802.533116290331,1.3909727214504735,0.8663224722680307,0.18936508509903005,0.264315167064047,0.04665789809248293,1.4727434133896615,0.4590999758689367,1.3321018845171346,21.0,1.6413449806292912,0.41588645183195255,-0.21298096305348757
8,5.497509523980705,2.9101662393777534,0.5122113249440597,,6.660255004018248,329.57859603783334,10.866443210177778,1.0896677285019445,8.0,95.5955843451378,1524.713073652437,2.5819996364176506e-08,0.9976715712365785,0.024140958478495237,0.6050766894888381,0.15624406424480478,0.0183006652634021,0.8180994510991029,1.8535299829254899,18.0,2.6273568735786146,0.04086461004814319,-0.1800492541170735
9,2.68105182655421,5.720897591916986,0.8074029103613899,,1.5040108163529617,330.3791507578955,11.374940103561938,1.101097827531209,9.0,95.3617206506783,1522.8501380230077,2.269819871818917e-08,0.9740003186037349,0.08115304578257289,0.44807829553425477,0.06922328320918542,0.017834793203879203,0.6270120591867714,1.95446176747037,67.0,2.440388639525351,0.022796275400996713,-0.20612553865305827
10,2.1971592682377925,5.422676543660842,0.744230659628711,,0.6301233053088523,328.9342494713818,11.006391213161821,1.0677845502755,10.0,96.27236403559367,1522.9376600450453,0.01447446740011725,0.8328255415447932,0.21377772722671545,0.23545506605863728,0.05835067799847933,0.0572957001603747,0.5448668585586702,1.9396456063142227,55.0,2.3214326972393926,0.0412735423892709,-0.20942381495334073
11,4.3257846950611905,2.2946820282987526,0.5664419886844696,,0.493941723095133,326.9658914728,10.806489563000003,1.3594018454595,11.0,1408.203618353546,1374.392298646214,0.40691565516302475,0.9704734437457917,0.0865602093242249,0.4359716898774994,0.08181921383761641,0.13394913986457802,0.7688280692421622,1.6668800857442905,20.0,3.0073100285745644,0.12248184878886002,-0.20231572505869155
12,1.8284741610431279,0.296362081519585,2.0540848139027235,,0.01207372216587918,326.90884295149993,11.114248770257406,1.1803617410401481,12.0,1387.3215120350044,1384.2539873421304,1.8039313349556871,0.762790113506703,0.25998054309401275,0.18931713668450037,0.06295435717231979,0.8926596923668688,0.4530959084324664,1.53382879377602,27.0,3.4342256669717104,0.2557091603244785,-0.20802615903568822
13,1.5121242058657354,3.817261023494639,0.5420042365706595,,0.7640050925308958,307.4349698534815,11.45018231427074,1.1557020227129629,13.0,1407.6324436170523,1079.8612057381308,0.2812010002126311,0.17284508316218591,0.6424035861508028,0.023988057019018627,0.1381998061444206,0.17695309964293013,0.3386786640139322,2.161689085275147,27.0,2.31540214213016,0.1055246478690561,-0.18540958319060397
14,2.4981673029288167,1.869343010811888,0.29857407744961645,,0.7047804157017918,273.66196852227273,9.71440540661091,1.0693640614000606,14.0,1873.849171738361,1252.8124442449578,0.08357999687039494,0.9610065562214879,0.099715516508997,0.408112128256898,0.11903456604196196,0.08931395754750716,0.5997065533490836,2.2608759733807116,33.0,2.383362763466286,0.07353308346044586,-0.19112958507897582
15,2.7060881869918365,4.346576740838202,0.3246226432013365,,0.18650413295628543,273.6246400886142,9.77364196777743,1.0783840599498928,15.0,1872.3590369842639,1250.7655104694013,1.7846133022230904e-07,0.9897572214064064,0.050733554217680374,0.5244087930629785,0.02851338420564726,0.014725545023499846,0.6304628929659428,1.7944603692486079,70.0,3.6432679184959307,0.020665091399703527,-0.21852156667329847
16,3.4337213331096472,0.9218030730154528,0.13208991593544026,,1.968774172899343,271.7263228851304,9.473403930665217,1.105726295718674,16.0,1875.7895109897106,1253.605063573814,2.596984931848591e-06,0.9695636123425251,0.08790417752149794,0.43302378996610397,0.053829791592811524,0.007654136365829606,0.7087707757885,1.7858336924853038,23.0,3.760262991770601,0.02487056723910686,-0.2107979090473202
17,3.1952137596725305,0.9375792606915254,0.3071732703666354,,0.04953455867747705,273.3894056848,9.907226223414444,1.0635593046180998,17.0,1874.2229524576537,1252.2490473050598,0.6974651209110565,0.9847626909727598,0.0619566668923575,0.4944989535660981,0.03747266244070695,0.17223574424533789,0.6870318935711871,1.6523080106909374,45.0,1.5217261420193908,0.09494914148269543,-0.21578260815680217
18,2.3416815364625965,0.10892664154972863,0.05721207560831011,,0.02587179775031645,270.98280038765625,9.862628459942655,0.9656082673889376,18.0,1871.772623055511,1248.704610593959,0.7784496847743813,0.8527112108052999,0.19953077872914293,0.2518736731270302,0.04392884719203271,0.009474146475469649,0.5729564484201275,1.5387956003598022,32.0,6.242355655677317,0.030645220490352315,-0.21381269281078574
19,3.3787990844308,1.0053800354050453,0.09897611383387432,,2.1177070915641374,273.97164422692106,9.823386744452895,1.1340760142676842,19.0,1876.316832264126,1254.0795763241208,8.866736216837674e-08,0.978719478699594,0.07333145433667797,0.4663190865130612,0.22937814100145237,0.0060855411648404155,0.7040368559918495,2.5886437475299617,19.0,1.948047200576062,0.024798286171233058,-0.15857070244009153
20,1.8045404490341026,5.009949425672618,0.7081289401695067,,0.21105032541747137,271.8101455189298,9.83232330857377,1.0823417923600174,20.0,1875.998127510826,1251.9000680752793,0.056668306886022105,0.9588974334218674,0.10243244256215485,0.40262389016879135,0.0873620308966472,0.09971937494912234,0.4458422915733147,2.255936517034487,57.0,2.2241474956888223,0.05581039517000833,-0.20064303851641196
21,4.362630051750922,0.711279945602666,0.07458226173905277,,0.364576445187304,270.5760428201904,9.466826665973812,1.0973960323835477,21.0,1877.2095840616003,1254.3085204296042,0.309811478840633,0.9577186352089891,0.10392252482767943,0.3996506994314816,0.0986951028616999,0.005994374465543233,0.7707804722982059,1.7605448430873292,21.0,3.484707206521147,0.0258590930032967,-0.1972302344919037
22,2.714807056686518,1.0568337720018266,0.32003671703382086,,0.1887317673735449,271.67896865519566,9.925619374148912,1.1017471989090437,22.0,1874.7692241746026,1251.130029582336,0.5069452856803297,0.9580271762244746,0.10353440413119583,0.4004226392148648,0.11171610894853147,0.5192622752967632,0.6316496977061339,1.6559600903067246,23.0,2.309881455273112,0.19102370224875853,-0.19332110551325332
23,3.2072860446914273,1.2365529005806903,0.17212211907874167,,0.5437989979791926,271.82651844284624,9.82082677149566,1.1284217910701868,23.0,1877.9307336139877,1254.8247768772098,0.13983059732969352,0.9681639833289286,0.08993483230182342,0.4286148030569099,0.06399360130213327,0.028661530629899495,0.6882099114124354,2.4527678941292064,91.0,3.2490992606308824,0.02188256650391315,-0.20771087280507938
24,2.910405212661556,1.8330871753233258,0.09555259204844829,,0.6999498072047319,270.11395348837993,9.6804412841814,1.054162910529,24.0,1878.5534360543866,1255.2900332171798,0.09118020165270357,0.957326716856843,0.10441362577563766,0.39867643615727255,0.1744491744504567,0.07792886175407729,0.6564052333161184,2.1747505111202567,25.0,3.2276511457292987,0.07799323296071552,-0.17466570514067103
25,3.54566830339007,0.44208408355362916,0.14946847511513225,,0.32565667869548287,268.07979149955173,9.36072777057793,1.0551017438770345,25.0,1879.6115856775698,1255.139183040522,0.6226404229490516,0.9818086040734465,0.0677472599331045,0.4798987239735716,0.18604443821455002,0.18289109149792648,0.7179657219926963,2.470080909793024,29.0,3.2623870405630897,0.10197606926730901,-0.1712496063232134
26,2.406797564973844,0.3032750388307769,1.52171640197756,,-0.0711546418309619,280.6732786136765,9.850418988390883,1.0806697823037352,26.0,1481.6621292651803,875.587311358415,1.7306859774998982,0.7924242792967394,0.2410375016277447,0.20702375728650224,0.0481223813890622,2.586086687141773,0.5845101330693478,1.2152845894467392,17.0,3.973149328492576,0.5474685516621339,-0.21253486913624675
