,AR,D_fit,Deff1,Deff2,MSD_ratio,Mean_Intensity,Quality,SN_Ratio,Track_ID,X,Y,alpha,asymmetry1,asymmetry2,asymmetry3,boundedness,efficiency,elongation,fractal_dim,frames,kurtosis,straightness,trappedness
0,2.9756962813499355,14.38895090199696,4.412480358507841,,0.022284681967259995,390.8685492802286,13.408452933172859,1.4626498902542855,0.0,1064.6132251773042,933.838538984829,0.35000630972737967,0.9767498000067658,0.07668845835088,0.4583816570689328,0.046054320552328734,0.6643363593284674,0.6639441981134089,1.7631108700072868,35.0,3.6331988645205984,0.16291430645714983,-0.21316486559932146
1,1.899904874367504,28.099208860478708,5.232024325519142,,0.26108788901270685,385.3157774737059,12.830780029285293,1.307503417722647,1.0,1061.2568176058203,932.6668385127571,0.24262335953102637,0.7569224195999237,0.26365004721639534,0.18606378358677683,0.09010890078348392,0.46067193191094896,0.47365785861625875,1.6184254058744205,17.0,2.0099842783914785,0.18790053039234852,-0.19981496298309986
2,2.235681712949804,8.761888988773837,5.047723837224623,,0.07042477527881127,394.89123062018746,14.396418571484375,1.3335410326837502,2.0,1055.4992738209698,934.8540581181105,0.7828366728430515,0.9580378515610394,0.10352095157003252,0.40044942653852983,0.09042398218523473,0.551699179657619,0.5527091382428586,1.7183529872131396,16.0,2.606487753081477,0.21104760445984821,-0.1997200145890401
3,1.4323590691738142,4.522989298233394,1.281061846838528,,0.2595832409723944,381.3003617571867,13.291979166668666,1.2924806164208265,3.0,1060.7974175677543,937.8923918508444,0.42427917554140243,0.47197010870930634,0.4307387702358386,0.08246239884809776,0.06827867278615403,0.09164239327377113,0.30185103615338527,2.170823092720485,75.0,3.625128037380281,0.044637729249241566,-0.20641173529467638
4,1.322490256723883,5.4957316720593505,0.6092665097680481,,0.6998608354829156,380.4852344039524,13.156590779623809,1.3624013324464284,4.0,1078.8111065894873,926.4672263405276,0.15938750264975263,0.8562582499370875,0.1969171431788626,0.25501262520800455,0.1675452974982532,0.0886483036569248,0.24385076191242927,2.029818045498402,21.0,2.1875158567774817,0.08345682248667725,-0.176704397500405
5,2.946212159798708,13.69374935365897,3.8903850639341337,,0.7777842662119739,380.0395756834474,13.491238242692104,1.3364885464399998,5.0,1064.6096048850707,938.5019292537877,0.2593038603840598,0.936904775542792,0.12763998408632496,0.3555907312727249,0.06720480227585741,0.08202953297327707,0.66058113069891,1.5033359415747654,19.0,2.114714916768605,0.07430959756888598,-0.20673717744902786
6,1.9626941833814815,0.20260277985476216,0.6224691996946788,,0.13511443032256149,385.7058877814762,14.355196998228573,1.2493395323186665,6.0,1057.4966275746053,943.2842098691112,1.2924807734292223,0.5441267216241786,0.3885616181590384,0.10197668181028167,0.09317337446482976,0.20897787568642812,0.49049627371029214,2.3382747432531468,42.0,2.6005683233199037,0.07974560033598832,-0.1988918161017852
7,2.3420028951011025,36.95825930956976,4.529433423844586,,0.07994094148061417,383.95195982085914,13.018564573474649,1.3660375210016196,7.0,1069.0490491344042,935.5567896336657,0.321521677246123,0.983105814933473,0.06526564310720936,0.48608954747371835,0.018160368374271124,0.326999491358616,0.5730150453307485,1.6484555411761586,71.0,2.0682664202752776,0.08088075790047371,-0.22169429326638923
8,1.8291035544295924,0.25038386667247037,0.09880752966343022,,0.12677977517951558,329.88189694494116,10.979635799635295,1.0601962909324119,8.0,706.4023314403884,470.87296563056145,0.5085712595697666,0.8624113060204843,0.19232487954807045,0.26062751851788873,0.0822190472679173,0.40703453690367797,0.45328409778753564,1.6003559191945451,17.0,1.7946923053816275,0.19970624332972825,-0.20219498716680673
9,3.420228243468231,1.6176699512093848,0.14278977917769264,,1.5983310743526027,327.57029598313636,10.547601179656816,1.0897258826898182,9.0,705.4337262627502,467.9842548063666,0.02213580543324886,0.9722521592635904,0.08387434177484598,0.44193543441155486,0.12051842067060185,0.023888804186141213,0.7076218518720947,1.631798648243056,22.0,8.658653566684489,0.05733339491679085,-0.1906857340767807
10,1.6753280742102379,0.39537712768558053,0.05572107814755509,,0.46598178650814376,327.87292901654905,10.747688143856864,1.0575346884078627,10.0,705.635334776543,470.69324847611307,0.20055731928010512,0.6675437499328932,0.3173250193666903,0.14419402140790977,0.09475654243285218,0.043792963892209755,0.4031019861758077,2.5788902036232098,51.0,2.3797775513481088,0.03905251547751987,-0.19841517837897737
11,1.827540663980523,0.6002364151256815,0.08828043172334485,,0.4496540457587113,327.501744186125,10.376021575922499,1.052576296749725,11.0,706.3861593446226,470.6822382974972,0.11356433158965541,0.6642142946816117,0.3192684796158117,0.1428589787525381,0.17679003780537597,0.04610480647778869,0.45281655302710266,2.0374994478990645,20.0,2.1822496828867672,0.07245815064682082,-0.17397525797418378
