,AR,D_fit,Deff1,Deff2,MSD_ratio,Mean_Intensity,Quality,SN_Ratio,Track_ID,X,Y,alpha,asymmetry1,asymmetry2,asymmetry3,boundedness,efficiency,elongation,fractal_dim,frames,kurtosis,straightness,trappedness
0,2.439647329155293,,2.3016975067906835,,0.026530207221671216,298.5703211517033,16.357432941815166,1.1927625109367364,0.0,364.42502829434295,1830.7292064173555,,0.8616381387572846,0.19290614473219736,0.2599096967127875,0.03877331686981786,0.43248676842895867,0.5901046892928408,2.0884909465225467,91.0,2.9244547029624592,0.08531974164950315,-0.21538549463114043
1,2.1694086901571787,4.663111633053603,0.6181789572642175,,12.988100213823973,289.410451750931,13.828301265323791,1.3961821289986205,1.0,355.53001662505903,1728.36253801806,0.02292104514330746,0.6773825731504568,0.31156559148244345,0.14821867376848175,0.11938109786894191,0.004955245983746183,0.53904489986737,1.6771939748258982,29.0,9.23011506471094,0.020300079312277265,-0.19102591557858895
2,4.102837403767625,3.5152055711379244,2.974877225633836,,0.00030755048072318714,257.1036311709474,10.954484638402898,1.2044329877265794,2.0,51.985839028281326,1883.5659703154524,0.9306784371239553,0.9969645477011144,0.027568406024861155,0.593812397830113,0.07564441666764062,1.0374656001723952,0.7562662368531342,1.3973546924668272,19.0,4.139091403445048,0.346084234281932,-0.20418187188973924
3,3.303021153777386,0.5655719946523516,0.1021599670035559,,0.5396713445317828,251.7773163528214,9.194092341831428,0.9888515467015475,3.0,325.04749541843194,1691.833110652771,0.3019723571472321,0.9111872588631815,0.1524713843978019,0.31526887302420653,0.04307913006184316,0.02480125650371685,0.6972468678087682,1.6065350911889196,42.0,9.687484410402291,0.0394407087664467,-0.2140717765515585
4,2.4167969403590597,7.628436073638366,0.8301222662406615,0.09030274367502537,0.5364464981380429,324.8933031869074,19.339911284274397,1.2816577440390096,4.0,466.65222832001024,1731.5637329226258,0.18892237844336654,0.9524808275829083,0.11032100519537913,0.3871717460332941,0.027719640290906854,0.03683597693798427,0.5862292014274764,2.058774317170074,108.0,2.499585071984952,0.022154965517109004,-0.21876452102745314
5,2.0642052453438167,0.20342919188726175,1.5270662295637378,,0.023230535085974953,312.34257602870196,14.164533468392692,1.1194409446656346,5.0,131.42295589369712,1639.0440436975227,1.5652954181398098,0.6871879200440005,0.3057987138791828,0.15235316622293518,0.04364546649612139,0.4073628647454992,0.5155520497510224,1.8538788485119488,52.0,3.053853708946623,0.11508759086551558,-0.21389909110309202
6,2.6487687052071673,3.871011532416165,1.3072324193852558,0.14182154658413645,0.06516366758177763,286.6389727202634,12.157798883567212,1.3398286350124426,6.0,113.21541754377868,1963.2883698738065,0.3670797683082351,0.9582470220330668,0.10325704125216772,0.40097536106287013,0.030234437413212252,0.19615636222608815,0.6224660922510457,2.1679424626452173,131.0,3.5951833401064004,0.05177105800804265,-0.21799494173837508
7,2.960891647794578,6.860426111106252,1.5703840956360788,,0.23183321681468616,281.458720930225,11.352806091306,1.29132089585775,7.0,508.12571414900003,1986.5104489696,0.3395749381523625,0.8933487293825189,0.167890131984337,0.2927896205227171,0.1067526437691746,0.23007237703253086,0.662263899205886,1.6201393860730893,20.0,2.806868002827375,0.14999480607232835,-0.1948097150833672
8,3.4013400111675858,6.053926408688256,3.293008838331275,,0.06260161961631341,280.27267441849995,12.438892364500001,1.23868914608275,8.0,334.1760272636613,1613.8257193517777,0.6300917371420713,0.985060401193006,0.06134380089213964,0.49607626204735034,0.04144759767047761,0.8157822926138518,0.7059982251945675,1.310496668465581,20.0,2.291004996089065,0.2433007705333058,-0.21456939539491637
9,2.4632079825650934,1.10903422550031,3.295591110683442,1.8368810598104865,0.11722691684426295,325.0713877239713,12.944593335766763,1.1682773005347746,9.0,485.601113513465,1592.3989087793282,1.074600277437948,0.5134027694692829,0.40638308250013805,0.09329909053284544,0.01385386134629523,0.1336376278022629,0.594025349431258,1.6955835881881036,122.0,2.7959634003425453,0.04338476616677637,-0.22301647262530722
10,4.027983523330091,11.275977616171987,2.2280464746064665,,2.2012894651564174,278.4041010253226,11.159149169928066,1.058485295815484,10.0,482.8477122328812,1748.7801149599006,0.05919906438188145,0.9949466398737878,0.0355885122624181,0.5685094410187991,0.04002303572740201,0.0007642096792392397,0.7517368196250066,1.5555179099189846,31.0,2.623236246854094,0.006120097760447571,-0.21500405485522767
