,Track_ID,alpha,D_fit,kurtosis,asymmetry1,asymmetry2,asymmetry3,AR,elongation,boundedness,fractal_dim,trappedness,efficiency,straightness,MSD_ratio,frames,X,Y,Quality,Mean_Intensity,SN_Ratio,Deff1,Deff2,Mean alpha,Std alpha,Mean D_fit,Std D_fit,Mean kurtosis,Std kurtosis,Mean asymmetry1,Std asymmetry1,Mean asymmetry2,Std asymmetry2,Mean asymmetry3,Std asymmetry3,Mean AR,Std AR,Mean elongation,Std elongation,Mean boundedness,Std boundedness,Mean fractal_dim,Std fractal_dim,Mean trappedness,Std trappedness,Mean efficiency,Std efficiency,Mean straightness,Std straightness,Mean MSD_ratio,Std MSD_ratio,Mean frames,Std frames,Mean X,Std X,Mean Y,Std Y,Mean Quality,Std Quality,Mean Mean_Intensity,Std Mean_Intensity,Mean SN_Ratio,Std SN_Ratio,Mean Deff1,Std Deff1,Mean Deff2,Std Deff2
0,0.0,0.31987836689994786,11.573540976779341,2.043126574556872,0.9436716062888272,0.12038790261552954,0.3684408779340497,2.816431060568529,0.6449407145090431,0.061701282367994235,1.7938744478264135,-0.2084064267441601,0.16386171950493134,0.10450624248605003,0.3923003343391881,30.0,487.21256491012633,1855.1648588353162,7.992816162111999,544.0618863047833,0.9214268424280168,2.457028528597389,1.419407198089053,0.7230954483267247,0.4569062330457047,19.869764292889247,15.533068674065323,2.290223360825991,0.48434084101694036,0.7955592284154382,0.2725409888204086,0.20296500545152088,0.19228096913908746,0.3397230553976766,0.1965093741816442,2.682330854069087,1.333908126311501,0.5417089865454942,0.2089652553211735,0.08927433618843546,0.06901333314411949,1.7732871017646157,0.20418329477697494,-0.20024611192361969,0.020687263608490464,0.4841671371674431,0.4479836562981691,0.14673942662744158,0.08727654511617562,0.22106352862415618,0.22066674082372714,42.15384615384615,35.32235324908654,490.2574783201535,4.7710814294361015,1848.4685263362587,27.425682650779326,18.800602922270507,10.112002857490868,,,1.2441046319645346,0.2978055674666757,6.763423159405797,3.802797112896344,5.959453261080532,4.1072318259568705
1,1.0,1.408385487075998,5.182924733261231,1.5603202107994403,0.9999077924193563,0.004801349602130147,0.6743035477402924,10.67409932748929,0.9063152806321866,0.0386912138109502,1.440861692419876,-0.2154105583569068,1.7528749652282298,0.33661880213208156,-0.045348803876373155,24.0,309.98000812431326,1989.28023058138,13.486737569176668,558.1346899224583,1.7052545667480417,14.6032925762453,,0.545240163875971,0.7126143396978074,27.10845553494277,18.955302356619764,2.206851550110562,0.43236099212823087,0.9996227059346487,0.00036767464110466883,0.00856067935670778,0.004590533483407975,0.6603390882256661,0.01701524230064962,10.169904569148951,3.8991428689965737,0.8850192513128082,0.04655692727106543,0.04059651561965624,0.019445542807152758,1.594204342880126,0.18804959159431306,-0.21484354505128522,0.00593229669228781,1.035576186037638,1.7782515494815712,0.15361364190206137,0.13895970611046005,0.7756500107707424,0.9493102216637904,37.0,9.565563234854496,313.91896744506323,6.69401802171364,2006.2108392701339,23.041449530894443,9.423952988207217,2.57454832219319,,,1.4503607382688457,0.1641750717702341,9.47092294793096,6.40125492487576,6.512517567648852,10.60604313628333
2,2.0,0.06455913876333705,63.79471393824013,2.1620446485098053,0.9994268012212453,0.011972500950627534,0.6474441123366417,5.716201882690344,0.8250586629859638,0.026848135040081038,1.5525997954352182,-0.21903133287513143,0.2879564464027052,0.10040135290749602,0.15572664471204556,41.0,304.01382064556714,1977.7981966571988,11.290723102848293,540.3064851578292,1.5664410074196584,10.359788540018291,3.109532651188083,0.545240163875971,0.7126143396978074,27.10845553494277,18.955302356619764,2.206851550110562,0.43236099212823087,0.9996227059346487,0.00036767464110466883,0.00856067935670778,0.004590533483407975,0.6603390882256661,0.01701524230064962,10.169904569148951,3.8991428689965737,0.8850192513128082,0.04655692727106543,0.04059651561965624,0.019445542807152758,1.594204342880126,0.18804959159431306,-0.21484354505128522,0.00593229669228781,1.035576186037638,1.7782515494815712,0.15361364190206137,0.13895970611046005,0.7756500107707424,0.9493102216637904,37.0,9.565563234854496,313.91896744506323,6.69401802171364,2006.2108392701339,23.041449530894443,9.423952988207217,2.57454832219319,,,1.4503607382688457,0.1641750717702341,9.47092294793096,6.40125492487576,6.512517567648852,10.60604313628333
3,3.0,3.2662201840160066,0.026497457787644035,4.323486738387386,0.9645670117162518,0.09496708998775766,0.4179172481400813,3.6780412253950496,0.7281161523977773,0.07585781203218457,1.4783354545410095,-0.20411733126082265,1.648508006419487,0.38569317750691196,-0.013538529865034107,20.0,491.5729363458423,1775.9631886586444,7.0970443725595,485.93178294575,1.01222556965535,8.18813469121649,,1.0380158077414259,1.1144186847813855,10.652414099187268,11.424427142984989,2.592214834612419,0.8480192098558297,0.793549139544352,0.2512879042867203,0.20984093604883772,0.17620777488472394,0.3159999081574359,0.17996744378406038,2.5457083899503052,0.9182204698198567,0.5516171007965297,0.16028484095577863,0.13527215404260584,0.0984311377000109,1.8823747090387866,0.3101077687048344,-0.18664060523181836,0.028906566255220846,0.566487274564587,0.5414441045027715,0.1733393686390399,0.11229019067681248,1.2631132389529975,2.035874114339603,25.8,17.560182231400677,468.2309887691663,16.83610342596018,1750.8710318365472,12.840355021753176,12.776505450346352,3.6715539534016437,,,1.0704368618560534,0.1635396449731083,6.33970381893664,3.1069188089565594,5.31089754686119,2.4795516029631015
4,4.0,2.613409033932002e-08,0.1192483058236548,3.246865373398944,0.39699624111583837,0.4763783939774222,0.06495896005511631,1.379760163065626,0.2752363586305132,0.370518617299122,2.243507264403063,-0.11821855028963912,0.041221354794410685,0.08438283614627129,6.595702672154825,9.0,446.4619735398388,1760.2122345286625,4.403315226237778,452.77950043072224,0.6643364874012222,,,1.0380158077414259,1.1144186847813855,10.652414099187268,11.424427142984989,2.592214834612419,0.8480192098558297,0.793549139544352,0.2512879042867203,0.20984093604883772,0.17620777488472394,0.3159999081574359,0.17996744378406038,2.5457083899503052,0.9182204698198567,0.5516171007965297,0.16028484095577863,0.13527215404260584,0.0984311377000109,1.8823747090387866,0.3101077687048344,-0.18664060523181836,0.028906566255220846,0.566487274564587,0.5414441045027715,0.1733393686390399,0.11229019067681248,1.2631132389529975,2.035874114339603,25.8,17.560182231400677,468.2309887691663,16.83610342596018,1750.8710318365472,12.840355021753176,12.776505450346352,3.6715539534016437,,,1.0704368618560534,0.1635396449731083,6.33970381893664,3.1069188089565594,5.31089754686119,2.4795516029631015
5,5.0,0.08794232058498705,58.655006200320315,2.6004318387487757,0.9209654502417571,0.143458296612362,0.32928270152072625,2.094313503205664,0.5225165676154269,0.13532141118803423,2.08912665279574,-0.1862669044319405,0.03269705429740231,0.04136359234814198,3.227089902715658,28.0,222.411708513628,1648.578499674269,29.871669224328567,569.6035437430716,1.360334044631786,6.499162635392329,1.0906838509438825,0.4490924428400224,0.4479579608979592,31.361389513400134,18.655388359389725,2.6013382638832585,0.919472885182146,0.7210461171060207,0.3279860321047594,0.26733862249623624,0.24579634279514756,0.29010475192473634,0.2034263771477196,2.48135467128113,1.5570357750213089,0.4480322381310909,0.2736948523294177,0.11276789791381835,0.08192343187298916,1.7102212943144963,0.3159270348616447,-0.19325547228860032,0.024116373758503083,0.6185066319054403,0.6976804277443954,0.20032018830452594,0.17045781429638554,0.6077064114680494,0.9669845331757362,24.333333333333332,10.066445913694333,215.40805201246965,9.225410677197281,1646.8773296437223,4.245389024842547,15.843096418948043,5.5348386814946675,,,1.1746251993659726,0.10282921864636117,7.265832079879242,2.5045213375149586,3.3907704590106222,1.845059980373435
6,6.0,2.02691667721612,1.4652431826660501,2.98449636091194,0.9999648004707622,0.002966485662989326,0.681420354962669,17.375111398031596,0.942446412164397,0.00904635182887702,1.203239672952057,-0.22449415964002073,5.529998877837194,0.44057153635628943,-0.04371954569827781,38.0,311.8203043885663,1996.8055756726283,10.060759694962632,531.7260301918683,1.4902807690779736,23.89372571967099,32.35333399297193,0.545240163875971,0.7126143396978074,27.10845553494277,18.955302356619764,2.206851550110562,0.43236099212823087,0.9996227059346487,0.00036767464110466883,0.00856067935670778,0.004590533483407975,0.6603390882256661,0.01701524230064962,10.169904569148951,3.8991428689965737,0.8850192513128082,0.04655692727106543,0.04059651561965624,0.019445542807152758,1.594204342880126,0.18804959159431306,-0.21484354505128522,0.00593229669228781,1.035576186037638,1.7782515494815712,0.15361364190206137,0.13895970611046005,0.7756500107707424,0.9493102216637904,37.0,9.565563234854496,313.91896744506323,6.69401802171364,2006.2108392701339,23.041449530894443,9.423952988207217,2.57454832219319,,,1.4503607382688457,0.1641750717702341,9.47092294793096,6.40125492487576,6.512517567648852,10.60604313628333
7,7.0,2.1510876822134026,2.1100302083747877,2.8121942170159264,0.9135211762214313,0.15036065756314812,0.31849053666394905,2.8888191830209387,0.6538378013142847,0.15262490262569878,1.5031564401275566,-0.18112243588298926,1.3659110921929711,0.4597031968585569,-0.040975468750634875,11.0,419.5000000000002,1543.0578384770001,6.361747048118182,428.32064834399995,0.9807392409789092,30.23414174153105,,1.1889961610075646,0.7024999583381092,16.266028227949658,15.404280604133755,2.5428757732145213,0.5787436886096745,0.8849074393172411,0.09757925902674991,0.15614973415831318,0.08828542134405214,0.34381322752577137,0.15379753141321886,3.1213113868111955,1.4419181363191593,0.6022875381954564,0.18780057243433146,0.12813536012302343,0.0802308955502896,1.413563630705309,0.2966123999638895,-0.18864969273614185,0.023717448721782008,2.100459544602683,1.9273044381757907,0.4547192580260912,0.2334726144968993,0.8274443052944054,1.8524577368522193,11.8,1.9390719429665315,437.9452363833208,10.755066180239933,1568.8151647947632,19.505956861824867,7.345956349998886,1.2265208614701948,,,0.9742153095658175,0.09895950419237158,14.80224664555696,11.025511081093603,,
8,8.0,0.9654906630115737,5.762693665700767,1.871072767993476,0.9989120281569956,0.01649669729914241,0.631241146552002,6.248406589436642,0.8399591982873572,0.04012792638343395,1.2489622164234344,-0.21497204552597005,1.3667087618553024,0.38604519354315403,-0.04299291733993155,19.0,190.8736658878172,1651.7996893291868,9.828574732724212,491.61689106484215,1.238217159374105,5.856497977759568,,0.4490924428400224,0.4479579608979592,31.361389513400134,18.655388359389725,2.6013382638832585,0.919472885182146,0.7210461171060207,0.3279860321047594,0.26733862249623624,0.24579634279514756,0.29010475192473634,0.2034263771477196,2.48135467128113,1.5570357750213089,0.4480322381310909,0.2736948523294177,0.11276789791381835,0.08192343187298916,1.7102212943144963,0.3159270348616447,-0.19325547228860032,0.024116373758503083,0.6185066319054403,0.6976804277443954,0.20032018830452594,0.17045781429638554,0.6077064114680494,0.9669845331757362,24.333333333333332,10.066445913694333,215.40805201246965,9.225410677197281,1646.8773296437223,4.245389024842547,15.843096418948043,5.5348386814946675,,,1.1746251993659726,0.10282921864636117,7.265832079879242,2.5045213375149586,3.3907704590106222,1.845059980373435
9,9.0,0.08350450284450335,4.80625168105506,1.2116569742813457,0.9870797924980628,0.05701831621528687,0.5073888831380289,2.254603300479031,0.5564629929409168,0.21842797242858206,1.6894217470981465,-0.16176156781396855,0.011154430060675749,0.042728002677289545,2.622577835394594,15.0,507.4322730395003,1761.222362692,14.725839233397332,488.13204134369994,1.3488530784722,0.7707946825181758,,1.0380158077414259,1.1144186847813855,10.652414099187268,11.424427142984989,2.592214834612419,0.8480192098558297,0.793549139544352,0.2512879042867203,0.20984093604883772,0.17620777488472394,0.3159999081574359,0.17996744378406038,2.5457083899503052,0.9182204698198567,0.5516171007965297,0.16028484095577863,0.13527215404260584,0.0984311377000109,1.8823747090387866,0.3101077687048344,-0.18664060523181836,0.028906566255220846,0.566487274564587,0.5414441045027715,0.1733393686390399,0.11229019067681248,1.2631132389529975,2.035874114339603,25.8,17.560182231400677,468.2309887691663,16.83610342596018,1750.8710318365472,12.840355021753176,12.776505450346352,3.6715539534016437,,,1.0704368618560534,0.1635396449731083,6.33970381893664,3.1069188089565594,5.31089754686119,2.4795516029631015
